#-----------------------------------------------------------
# Vivado v2018.3 (64-bit)
# SW Build 2405991 on Thu Dec  6 23:38:27 MST 2018
# IP Build 2404404 on Fri Dec  7 01:43:56 MST 2018
# Start of session at: Mon Dec 15 22:56:22 2025
# Process ID: 33272
# Current directory: E:/Code/CPU_Design/HFUT_2020_MIPS_CPU/project
# Command line: vivado.exe -mode batch -source run.tcl
# Log file: E:/Code/CPU_Design/HFUT_2020_MIPS_CPU/project/vivado.log
# Journal file: E:/Code/CPU_Design/HFUT_2020_MIPS_CPU/project\vivado.jou
#-----------------------------------------------------------
source run.tcl
# open_project "E:\\Code\\CPU_Design\\HFUT_2020_MIPS_CPU\\project\\project.xpr"
Scanning sources...
Finished scanning sources
# launch_simulation -simset sim_1
INFO: [Vivado 12-5682] Launching behavioral simulation in 'E:/Code/CPU_Design/HFUT_2020_MIPS_CPU/project/project.sim/sim_1/behav/xsim'
INFO: [SIM-utils-51] Simulation object is 'sim_1'
INFO: [SIM-utils-54] Inspecting design source files for 'mips_tb' in fileset 'sim_1'...
INFO: [USF-XSim-97] Finding global include files...
INFO: [USF-XSim-98] Fetching design files from 'sim_1'...
INFO: [USF-XSim-2] XSim::Compile design
INFO: [USF-XSim-61] Executing 'COMPILE and ANALYZE' step in 'E:/Code/CPU_Design/HFUT_2020_MIPS_CPU/project/project.sim/sim_1/behav/xsim'
"xvlog --incr --relax -prj mips_tb_vlog.prj"
INFO: [USF-XSim-69] 'compile' step finished in '1' seconds
INFO: [USF-XSim-3] XSim::Elaborate design
INFO: [USF-XSim-61] Executing 'ELABORATE' step in 'E:/Code/CPU_Design/HFUT_2020_MIPS_CPU/project/project.sim/sim_1/behav/xsim'
Vivado Simulator 2018.3
Copyright 1986-1999, 2001-2018 Xilinx, Inc. All Rights Reserved.
Running: D:/Xilinx/Vivado/2018.3/bin/unwrapped/win64.o/xelab.exe -wto e6f7202c585f498eb4e5ec9ab3b2b493 --incr --debug typical --relax --mt 2 -L xil_defaultlib -L unisims_ver -L unimacro_ver -L secureip --snapshot mips_tb_behav xil_defaultlib.mips_tb xil_defaultlib.glbl -log elaborate.log 
Using 2 slave threads.
Starting static elaboration
Completed static elaboration
INFO: [XSIM 43-4323] No Change in HDL. Linking previously generated obj files to create kernel
INFO: [USF-XSim-69] 'elaborate' step finished in '1' seconds
INFO: [USF-XSim-4] XSim::Simulate design
INFO: [USF-XSim-61] Executing 'SIMULATE' step in 'E:/Code/CPU_Design/HFUT_2020_MIPS_CPU/project/project.sim/sim_1/behav/xsim'
INFO: [USF-XSim-98] *** Running xsim
@00003040: $ 2 <= 0c141414
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000015a
@00003050: $ 2 <= 0c141414
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 18282828
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000015b
@00003050: $ 2 <= 18282828
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 30505050
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000015c
@00003050: $ 2 <= 30505050
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 60a0a0a0
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000015d
@00003050: $ 2 <= 60a0a0a0
@00003034: $ 3 <= 00000001
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= c1414140
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 0000015e
@00003050: $ 2 <= c1414141
@00003034: $ 3 <= 00000003
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= 82828282
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000015f
@00003050: $ 2 <= 82828282
@00003034: $ 3 <= 00000002
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 05050504
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 00000160
@00003050: $ 2 <= 05050505
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 0a0a0a0a
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000161
@00003050: $ 2 <= 0a0a0a0a
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 14141414
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000162
@00003050: $ 2 <= 14141414
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 28282828
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000163
@00003050: $ 2 <= 28282828
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 50505050
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000164
@00003050: $ 2 <= 50505050
@00003034: $ 3 <= 00000001
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= a0a0a0a0
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 00000165
@00003050: $ 2 <= a0a0a0a1
@00003034: $ 3 <= 00000002
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 41414142
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 00000166
@00003050: $ 2 <= 41414143
@00003034: $ 3 <= 00000001
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= 82828286
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 00000167
@00003050: $ 2 <= 82828287
@00003034: $ 3 <= 00000002
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 0505050e
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 00000168
@00003050: $ 2 <= 0505050f
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 0a0a0a1e
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000169
@00003050: $ 2 <= 0a0a0a1e
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 1414143c
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000016a
@00003050: $ 2 <= 1414143c
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 28282878
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000016b
@00003050: $ 2 <= 28282878
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 505050f0
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000016c
@00003050: $ 2 <= 505050f0
@00003034: $ 3 <= 00000001
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= a0a0a1e0
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 0000016d
@00003050: $ 2 <= a0a0a1e1
@00003034: $ 3 <= 00000002
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 414143c2
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 0000016e
@00003050: $ 2 <= 414143c3
@00003034: $ 3 <= 00000001
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= 82828786
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 0000016f
@00003050: $ 2 <= 82828787
@00003034: $ 3 <= 00000002
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 05050f0e
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 00000170
@00003050: $ 2 <= 05050f0f
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 0a0a1e1e
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000171
@00003050: $ 2 <= 0a0a1e1e
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 14143c3c
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000172
@00003050: $ 2 <= 14143c3c
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 28287878
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000173
@00003050: $ 2 <= 28287878
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 5050f0f0
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000174
@00003050: $ 2 <= 5050f0f0
@00003034: $ 3 <= 00000001
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= a0a1e1e0
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 00000175
@00003050: $ 2 <= a0a1e1e1
@00003034: $ 3 <= 00000002
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 4143c3c2
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 00000176
@00003050: $ 2 <= 4143c3c3
@00003034: $ 3 <= 00000001
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= 82878786
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 00000177
@00003050: $ 2 <= 82878787
@00003034: $ 3 <= 00000002
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 050f0f0e
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 00000178
@00003050: $ 2 <= 050f0f0f
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 0a1e1e1e
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000179
@00003050: $ 2 <= 0a1e1e1e
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 143c3c3c
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000017a
@00003050: $ 2 <= 143c3c3c
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 28787878
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000017b
@00003050: $ 2 <= 28787878
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 50f0f0f0
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000017c
@00003050: $ 2 <= 50f0f0f0
@00003034: $ 3 <= 00000001
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= a1e1e1e0
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 0000017d
@00003050: $ 2 <= a1e1e1e1
@00003034: $ 3 <= 00000002
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 43c3c3c2
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 0000017e
@00003050: $ 2 <= 43c3c3c3
@00003034: $ 3 <= 00000001
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= 87878786
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 0000017f
@00003050: $ 2 <= 87878787
@00003034: $ 3 <= 00000002
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 0f0f0f0e
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 00000180
@00003050: $ 2 <= 0f0f0f0f
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 1e1e1e1e
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000181
@00003050: $ 2 <= 1e1e1e1e
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 3c3c3c3c
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000182
@00003050: $ 2 <= 3c3c3c3c
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 78787878
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000183
@00003050: $ 2 <= 78787878
@00003034: $ 3 <= 00000001
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= f0f0f0f0
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 00000184
@00003050: $ 2 <= f0f0f0f1
@00003034: $ 3 <= 00000003
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= e1e1e1e2
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000185
@00003050: $ 2 <= e1e1e1e2
@00003034: $ 3 <= 00000003
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= c3c3c3c4
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000186
@00003050: $ 2 <= c3c3c3c4
@00003034: $ 3 <= 00000003
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= 87878788
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000187
@00003050: $ 2 <= 87878788
@00003034: $ 3 <= 00000002
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 0f0f0f10
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 00000188
@00003050: $ 2 <= 0f0f0f11
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 1e1e1e22
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000189
@00003050: $ 2 <= 1e1e1e22
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 3c3c3c44
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000018a
@00003050: $ 2 <= 3c3c3c44
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 78787888
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000018b
@00003050: $ 2 <= 78787888
@00003034: $ 3 <= 00000001
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= f0f0f110
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 0000018c
@00003050: $ 2 <= f0f0f111
@00003034: $ 3 <= 00000003
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= e1e1e222
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000018d
@00003050: $ 2 <= e1e1e222
@00003034: $ 3 <= 00000003
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= c3c3c444
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000018e
@00003050: $ 2 <= c3c3c444
@00003034: $ 3 <= 00000003
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= 87878888
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000018f
@00003050: $ 2 <= 87878888
@00003034: $ 3 <= 00000002
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 0f0f1110
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 00000190
@00003050: $ 2 <= 0f0f1111
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 1e1e2222
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000191
@00003050: $ 2 <= 1e1e2222
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 3c3c4444
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000192
@00003050: $ 2 <= 3c3c4444
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 78788888
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000193
@00003050: $ 2 <= 78788888
@00003034: $ 3 <= 00000001
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= f0f11110
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 00000194
@00003050: $ 2 <= f0f11111
@00003034: $ 3 <= 00000003
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= e1e22222
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000195
@00003050: $ 2 <= e1e22222
@00003034: $ 3 <= 00000003
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= c3c44444
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000196
@00003050: $ 2 <= c3c44444
@00003034: $ 3 <= 00000003
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= 87888888
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000197
@00003050: $ 2 <= 87888888
@00003034: $ 3 <= 00000002
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 0f111110
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 00000198
@00003050: $ 2 <= 0f111111
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 1e222222
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 00000199
@00003050: $ 2 <= 1e222222
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 3c444444
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000019a
@00003050: $ 2 <= 3c444444
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 78888888
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000019b
@00003050: $ 2 <= 78888888
@00003034: $ 3 <= 00000001
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= f1111110
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 0000019c
@00003050: $ 2 <= f1111111
@00003034: $ 3 <= 00000003
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= e2222222
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000019d
@00003050: $ 2 <= e2222222
@00003034: $ 3 <= 00000003
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= c4444444
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000019e
@00003050: $ 2 <= c4444444
@00003034: $ 3 <= 00000003
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= 88888888
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 0000019f
@00003050: $ 2 <= 88888888
@00003034: $ 3 <= 00000002
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 11111110
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 000001a0
@00003050: $ 2 <= 11111111
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 22222222
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000001a1
@00003050: $ 2 <= 22222222
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 44444444
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000001a2
@00003050: $ 2 <= 44444444
@00003034: $ 3 <= 00000001
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= 88888888
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 000001a3
@00003050: $ 2 <= 88888889
@00003034: $ 3 <= 00000002
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 11111112
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 000001a4
@00003050: $ 2 <= 11111113
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 22222226
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000001a5
@00003050: $ 2 <= 22222226
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 4444444c
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000001a6
@00003050: $ 2 <= 4444444c
@00003034: $ 3 <= 00000001
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= 88888898
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 000001a7
@00003050: $ 2 <= 88888899
@00003034: $ 3 <= 00000002
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 11111132
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 000001a8
@00003050: $ 2 <= 11111133
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 22222266
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000001a9
@00003050: $ 2 <= 22222266
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 444444cc
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000001aa
@00003050: $ 2 <= 444444cc
@00003034: $ 3 <= 00000001
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= 88888998
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 000001ab
@00003050: $ 2 <= 88888999
@00003034: $ 3 <= 00000002
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 11111332
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 000001ac
@00003050: $ 2 <= 11111333
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 22222666
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000001ad
@00003050: $ 2 <= 22222666
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 44444ccc
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000001ae
@00003050: $ 2 <= 44444ccc
@00003034: $ 3 <= 00000001
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= 88889998
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 000001af
@00003050: $ 2 <= 88889999
@00003034: $ 3 <= 00000002
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 11113332
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 000001b0
@00003050: $ 2 <= 11113333
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 22226666
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000001b1
@00003050: $ 2 <= 22226666
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 4444cccc
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000001b2
@00003050: $ 2 <= 4444cccc
@00003034: $ 3 <= 00000001
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= 88899998
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 000001b3
@00003050: $ 2 <= 88899999
@00003034: $ 3 <= 00000002
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 11133332
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 000001b4
@00003050: $ 2 <= 11133333
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 22266666
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000001b5
@00003050: $ 2 <= 22266666
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 444ccccc
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000001b6
@00003050: $ 2 <= 444ccccc
@00003034: $ 3 <= 00000001
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= 88999998
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 000001b7
@00003050: $ 2 <= 88999999
@00003034: $ 3 <= 00000002
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 11333332
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 000001b8
@00003050: $ 2 <= 11333333
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 22666666
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000001b9
@00003050: $ 2 <= 22666666
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 44cccccc
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000001ba
@00003050: $ 2 <= 44cccccc
@00003034: $ 3 <= 00000001
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= 89999998
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 000001bb
@00003050: $ 2 <= 89999999
@00003034: $ 3 <= 00000002
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 13333332
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 000001bc
@00003050: $ 2 <= 13333333
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 26666666
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000001bd
@00003050: $ 2 <= 26666666
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 4ccccccc
@00003044: $ 3 <= 00000000
@00003048: $ 4 <= 000001be
@00003050: $ 2 <= 4ccccccc
@00003034: $ 3 <= 00000001
@00003038: $ 6 <= 00000000
@0000303c: $ 3 <= 00000001
@00003040: $ 2 <= 99999998
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 000001bf
@00003050: $ 2 <= 99999999
@00003034: $ 3 <= 00000002
@00003038: $ 6 <= 00000001
@0000303c: $ 3 <= 00000000
@00003040: $ 2 <= 33333332
@00003044: $ 3 <= 00000001
@00003048: $ 4 <= 000001c0
@00003050: $ 2 <= 33333333
@00003034: $ 3 <= 00000000
@00003038: $ 6 <= 00000000
